pokedex_number,name,generation,is_legendary,type_number,type_1,type_2,height_m,weight_kg,ability_1,ability_2,total_points,hp,attack,defense,sp_attack,sp_defense,speed,base_friendship,egg_type_1,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,Evolution,form,base_name
70,Weepinbell,1,0,2,Grass,Poison,1.0,6.4,Chlorophyll,,390.0,65.0,90.0,50.0,85.0,45.0,55.0,70.0,Grass,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,base,
71,Victreebel,1,0,2,Grass,Poison,1.7,15.5,Chlorophyll,,490.0,80.0,105.0,65.0,100.0,70.0,70.0,70.0,Grass,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,base,
72,Tentacool,1,0,2,Water,Poison,0.9,45.5,Clear Body,Liquid Ooze,335.0,40.0,40.0,35.0,50.0,100.0,70.0,70.0,Water 3,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,,base,
73,Tentacruel,1,0,2,Water,Poison,1.6,55.0,Clear Body,Liquid Ooze,515.0,80.0,70.0,65.0,80.0,120.0,100.0,70.0,Water 3,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,,base,
74,Geodude,1,0,2,Rock,Ground,0.4,20.0,Rock Head,Sturdy,300.0,40.0,80.0,100.0,30.0,30.0,20.0,70.0,Mineral,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,,base,
74,Alolan Geodude,1,0,2,Rock,Electric,0.4,20.3,Magnet Pull,Sturdy,300.0,40.0,80.0,100.0,30.0,30.0,20.0,70.0,Mineral,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,base,
75,Graveler,1,0,2,Rock,Ground,1.0,105.0,Rock Head,Sturdy,390.0,55.0,95.0,115.0,45.0,45.0,35.0,70.0,Mineral,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,,base,
75,Alolan Graveler,1,0,2,Rock,Electric,1.0,110.0,Magnet Pull,Sturdy,390.0,55.0,95.0,115.0,45.0,45.0,35.0,70.0,Mineral,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,base,
76,Golem,1,0,2,Rock,Ground,1.4,300.0,Rock Head,Sturdy,495.0,80.0,120.0,130.0,55.0,65.0,45.0,70.0,Mineral,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,,base,
76,Alolan Golem,1,0,2,Rock,Electric,1.7,316.0,Magnet Pull,Sturdy,495.0,80.0,120.0,130.0,55.0,65.0,45.0,70.0,Mineral,0.5,0.5,2.0,0.5,2.0,1.0,2.0,0.5,4.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,base,
77,Ponyta,1,0,1,Fire,,1.0,30.0,Run Away,Flash Fire,410.0,50.0,85.0,55.0,65.0,65.0,90.0,70.0,Field,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,,base,
77,Galarian Ponyta,1,0,1,Psychic,,0.8,24.0,Run Away,Pastel Veil,410.0,50.0,85.0,55.0,65.0,65.0,90.0,,Field,1.0,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,,base,
78,Rapidash,1,0,1,Fire,,1.7,95.0,Run Away,Flash Fire,500.0,65.0,100.0,70.0,80.0,80.0,105.0,70.0,Field,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,,base,
78,Galarian Rapidash,1,0,2,Psychic,Fairy,1.7,80.0,Run Away,Pastel Veil,500.0,65.0,100.0,70.0,80.0,80.0,105.0,,Field,1.0,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,,base,
79,Slowpoke,1,0,2,Water,Psychic,1.2,36.0,Oblivious,Own Tempo,315.0,90.0,65.0,65.0,40.0,40.0,15.0,70.0,Monster,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,,base,
80,Slowbro,1,0,2,Water,Psychic,1.6,78.5,Oblivious,Own Tempo,490.0,95.0,75.0,110.0,100.0,80.0,30.0,70.0,Monster,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,,base,
80,Mega Slowbro,1,0,2,Water,Psychic,2.0,120.0,Shell Armor,,590.0,95.0,75.0,180.0,130.0,80.0,30.0,70.0,Monster,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,,mega,Slowbro
81,Magnemite,1,0,2,Electric,Steel,0.3,6.0,Magnet Pull,Sturdy,325.0,25.0,35.0,70.0,95.0,55.0,45.0,70.0,Mineral,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,,base,
82,Magneton,1,0,2,Electric,Steel,1.0,60.0,Magnet Pull,Sturdy,465.0,50.0,60.0,95.0,120.0,70.0,70.0,70.0,Mineral,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,,base,
83,Farfetch'd,1,0,2,Normal,Flying,0.8,15.0,Keen Eye,Inner Focus,377.0,52.0,90.0,55.0,58.0,62.0,60.0,70.0,Field,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,,base,
83,Galarian Farfetch'd,1,0,1,Fighting,,0.8,42.0,Steadfast,,377.0,52.0,95.0,55.0,58.0,62.0,55.0,,Field,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,,base,
84,Doduo,1,0,2,Normal,Flying,1.4,39.2,Run Away,Early Bird,310.0,35.0,85.0,45.0,35.0,35.0,75.0,70.0,Flying,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,,base,
85,Dodrio,1,0,2,Normal,Flying,1.8,85.2,Run Away,Early Bird,470.0,60.0,110.0,70.0,60.0,60.0,110.0,70.0,Flying,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,,base,
86,Seel,1,0,1,Water,,1.1,90.0,Thick Fat,Hydration,325.0,65.0,45.0,55.0,45.0,70.0,45.0,70.0,Field,1.0,0.25,0.5,2.0,2.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
87,Dewgong,1,0,2,Water,Ice,1.7,120.0,Thick Fat,Hydration,475.0,90.0,70.0,80.0,70.0,95.0,70.0,70.0,Field,1.0,0.5,0.5,2.0,2.0,0.125,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,base,
88,Grimer,1,0,1,Poison,,0.9,30.0,Stench,Sticky Hold,325.0,80.0,80.0,50.0,40.0,50.0,25.0,70.0,Amorphous,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,,base,
88,Alolan Grimer,1,0,2,Poison,Dark,0.7,42.0,Poison Touch,Gluttony,325.0,80.0,80.0,50.0,40.0,50.0,25.0,70.0,Amorphous,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,,base,
89,Muk,1,0,1,Poison,,1.2,30.0,Stench,Sticky Hold,500.0,105.0,105.0,75.0,65.0,100.0,50.0,70.0,Amorphous,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,,base,
89,Alolan Muk,1,0,2,Poison,Dark,1.0,52.0,Poison Touch,Gluttony,500.0,105.0,105.0,75.0,65.0,100.0,50.0,70.0,Amorphous,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,,base,
90,Shellder,1,0,1,Water,,0.3,4.0,Shell Armor,Skill Link,305.0,30.0,65.0,100.0,45.0,25.0,40.0,70.0,Water 3,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
91,Cloyster,1,0,2,Water,Ice,1.5,132.5,Shell Armor,Skill Link,525.0,50.0,95.0,180.0,85.0,45.0,70.0,70.0,Water 3,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,base,
92,Gastly,1,0,2,Ghost,Poison,1.3,0.1,Levitate,,310.0,30.0,35.0,30.0,100.0,35.0,80.0,70.0,Amorphous,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,0.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,,base,
93,Haunter,1,0,2,Ghost,Poison,1.6,0.1,Levitate,,405.0,45.0,50.0,45.0,115.0,55.0,95.0,70.0,Amorphous,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,0.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,,base,
94,Gengar,1,0,2,Ghost,Poison,1.5,40.5,Cursed Body,,500.0,60.0,65.0,60.0,130.0,75.0,110.0,70.0,Amorphous,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,,base,
94,Mega Gengar,1,0,2,Ghost,Poison,1.4,40.5,Shadow Tag,,600.0,60.0,65.0,80.0,170.0,95.0,130.0,70.0,Amorphous,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5,,mega,Gengar
95,Onix,1,0,2,Rock,Ground,8.8,210.0,Rock Head,Sturdy,385.0,35.0,45.0,160.0,30.0,45.0,70.0,70.0,Mineral,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,,base,
96,Drowzee,1,0,1,Psychic,,1.0,32.4,Insomnia,Forewarn,328.0,60.0,48.0,45.0,43.0,90.0,42.0,70.0,Human-Like,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,base,
97,Hypno,1,0,1,Psychic,,1.6,75.6,Insomnia,Forewarn,483.0,85.0,73.0,70.0,73.0,115.0,67.0,70.0,Human-Like,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,,base,
98,Krabby,1,0,1,Water,,0.4,6.5,Hyper Cutter,Shell Armor,325.0,30.0,105.0,90.0,25.0,25.0,50.0,70.0,Water 3,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
99,Kingler,1,0,1,Water,,1.3,60.0,Hyper Cutter,Shell Armor,475.0,55.0,130.0,115.0,50.0,50.0,75.0,70.0,Water 3,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
100,Voltorb,1,0,1,Electric,,0.5,10.4,Soundproof,Static,330.0,40.0,30.0,50.0,55.0,55.0,100.0,70.0,Mineral,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
101,Electrode,1,0,1,Electric,,1.2,66.6,Soundproof,Static,490.0,60.0,50.0,70.0,80.0,80.0,150.0,70.0,Mineral,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
102,Exeggcute,1,0,2,Grass,Psychic,0.4,2.5,Chlorophyll,,325.0,60.0,40.0,80.0,60.0,45.0,40.0,70.0,Grass,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0,,base,
103,Exeggutor,1,0,2,Grass,Psychic,2.0,120.0,Chlorophyll,,530.0,95.0,95.0,85.0,125.0,75.0,55.0,70.0,Grass,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0,,base,
103,Alolan Exeggutor,1,0,2,Grass,Dragon,10.9,415.6,Frisk,,530.0,95.0,105.0,85.0,125.0,75.0,45.0,70.0,Grass,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,base,
104,Cubone,1,0,1,Ground,,0.4,6.5,Rock Head,Lightning Rod,320.0,50.0,50.0,95.0,40.0,50.0,35.0,70.0,Monster,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,base,
105,Marowak,1,0,1,Ground,,1.0,45.0,Rock Head,Lightning Rod,425.0,60.0,80.0,110.0,50.0,80.0,45.0,70.0,Monster,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,base,
105,Alolan Marowak,1,0,2,Fire,Ghost,1.0,34.0,Cursed Body,Lightning Rod,425.0,60.0,80.0,110.0,50.0,80.0,45.0,70.0,Monster,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5,,base,
106,Hitmonlee,1,0,1,Fighting,,1.5,49.8,Limber,Reckless,455.0,50.0,120.0,53.0,35.0,110.0,87.0,70.0,Human-Like,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,,base,
107,Hitmonchan,1,0,1,Fighting,,1.4,50.2,Keen Eye,Iron Fist,455.0,50.0,105.0,79.0,35.0,110.0,76.0,70.0,Human-Like,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,,base,
108,Lickitung,1,0,1,Normal,,1.2,65.5,Own Tempo,Oblivious,385.0,90.0,55.0,75.0,60.0,75.0,30.0,70.0,Monster,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,base,
109,Koffing,1,0,1,Poison,,0.6,1.0,Levitate,Neutralizing Gas,340.0,40.0,65.0,95.0,60.0,45.0,35.0,70.0,Amorphous,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,,base,
110,Weezing,1,0,1,Poison,,1.2,9.5,Levitate,Neutralizing Gas,490.0,65.0,90.0,120.0,85.0,70.0,60.0,70.0,Amorphous,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,,base,
110,Galarian Weezing,1,0,2,Poison,Fairy,3.0,16.0,Levitate,Neutralizing Gas,490.0,65.0,90.0,120.0,85.0,70.0,60.0,,Amorphous,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,,base,
111,Rhyhorn,1,0,2,Ground,Rock,1.0,115.0,Lightning Rod,Rock Head,345.0,80.0,85.0,95.0,30.0,30.0,25.0,70.0,Field,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,,base,
112,Rhydon,1,0,2,Ground,Rock,1.9,120.0,Lightning Rod,Rock Head,485.0,105.0,130.0,120.0,45.0,45.0,40.0,70.0,Field,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,,base,
113,Chansey,1,0,1,Normal,,1.1,34.6,Natural Cure,Serene Grace,450.0,250.0,5.0,5.0,35.0,105.0,50.0,140.0,Fairy,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,base,
114,Tangela,1,0,1,Grass,,1.0,35.0,Chlorophyll,Leaf Guard,435.0,65.0,55.0,115.0,100.0,40.0,60.0,70.0,Grass,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,base,
115,Kangaskhan,1,0,1,Normal,,2.2,80.0,Early Bird,Scrappy,490.0,105.0,95.0,80.0,40.0,80.0,90.0,70.0,Monster,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,base,
115,Mega Kangaskhan,1,0,1,Normal,,2.2,100.0,Parental Bond,,590.0,105.0,125.0,100.0,60.0,100.0,100.0,70.0,Monster,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,mega,Kangaskhan
116,Horsea,1,0,1,Water,,0.4,8.0,Swift Swim,Sniper,295.0,30.0,40.0,70.0,70.0,25.0,60.0,70.0,Dragon,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
117,Seadra,1,0,1,Water,,1.2,25.0,Poison Point,Sniper,440.0,55.0,65.0,95.0,95.0,45.0,85.0,70.0,Dragon,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
118,Goldeen,1,0,1,Water,,0.6,15.0,Swift Swim,Water Veil,320.0,45.0,67.0,60.0,35.0,50.0,63.0,70.0,Water 2,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
119,Seaking,1,0,1,Water,,1.3,39.0,Swift Swim,Water Veil,450.0,80.0,92.0,65.0,65.0,80.0,68.0,70.0,Water 2,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
120,Staryu,1,0,1,Water,,0.8,34.5,Illuminate,Natural Cure,340.0,30.0,45.0,55.0,70.0,55.0,85.0,70.0,Water 3,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
121,Starmie,1,0,2,Water,Psychic,1.1,80.0,Illuminate,Natural Cure,520.0,60.0,75.0,85.0,100.0,85.0,115.0,70.0,Water 3,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,,base,
122,Mr. Mime,1,0,2,Psychic,Fairy,1.3,54.5,Soundproof,Filter,460.0,40.0,45.0,65.0,100.0,120.0,90.0,70.0,Human-Like,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,,base,
122,Galarian Mr. Mime,1,0,2,Psychic,Ice,1.4,56.8,Vital Spirit,Screen Cleaner,460.0,50.0,65.0,65.0,90.0,90.0,100.0,,Human-Like,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.5,1.0,1.0,0.5,1.0,1.0,1.5,0.0,1.0,1.5,1.0,,base,
123,Scyther,1,0,2,Bug,Flying,1.5,56.0,Swarm,Technician,500.0,70.0,110.0,80.0,55.0,80.0,105.0,70.0,Bug,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,,base,
124,Jynx,1,0,2,Ice,Psychic,1.4,40.6,Oblivious,Forewarn,455.0,65.0,50.0,35.0,115.0,95.0,95.0,70.0,Human-Like,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0,,base,
125,Electabuzz,1,0,1,Electric,,1.1,30.0,Static,,490.0,65.0,83.0,57.0,95.0,85.0,105.0,70.0,Human-Like,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
126,Magmar,1,0,1,Fire,,1.3,44.5,Flame Body,,495.0,65.0,95.0,57.0,100.0,85.0,93.0,70.0,Human-Like,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,,base,
127,Pinsir,1,0,1,Bug,,1.5,55.0,Hyper Cutter,Mold Breaker,500.0,65.0,125.0,100.0,55.0,70.0,85.0,70.0,Bug,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,base,
127,Mega Pinsir,1,0,2,Bug,Flying,1.7,59.0,Aerilate,,600.0,65.0,155.0,120.0,65.0,90.0,105.0,70.0,Bug,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,,mega,Pinsir
128,Tauros,1,0,1,Normal,,1.4,88.4,Intimidate,Anger Point,490.0,75.0,100.0,95.0,40.0,70.0,110.0,70.0,Field,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,base,
129,Magikarp,1,0,1,Water,,0.9,10.0,Swift Swim,,200.0,20.0,10.0,55.0,15.0,20.0,80.0,70.0,Dragon,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
130,Gyarados,1,0,2,Water,Flying,6.5,235.0,Intimidate,,540.0,95.0,125.0,79.0,60.0,100.0,81.0,70.0,Dragon,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,,base,
130,Mega Gyarados,1,0,2,Water,Dark,6.5,305.0,Mold Breaker,,640.0,95.0,155.0,109.0,70.0,130.0,81.0,70.0,Dragon,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,,mega,Gyarados
131,Lapras,1,0,2,Water,Ice,2.5,220.0,Water Absorb,Shell Armor,535.0,130.0,85.0,80.0,85.0,95.0,60.0,70.0,Monster,1.0,1.0,0.0,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,base,
132,Ditto,1,0,1,Normal,,0.3,4.0,Limber,,288.0,48.0,48.0,48.0,48.0,48.0,48.0,70.0,Ditto,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,base,
133,Eevee,1,0,1,Normal,,0.3,6.5,Run Away,Adaptability,325.0,55.0,55.0,50.0,45.0,65.0,55.0,70.0,Field,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,base,
133,Partner Eevee,1,0,1,Normal,,0.3,6.5,,,435.0,65.0,75.0,70.0,65.0,85.0,75.0,70.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,base,
134,Vaporeon,1,0,1,Water,,1.0,29.0,Water Absorb,,525.0,130.0,65.0,60.0,110.0,95.0,65.0,70.0,Field,1.0,0.5,0.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
135,Jolteon,1,0,1,Electric,,0.8,24.5,Volt Absorb,,525.0,65.0,65.0,60.0,110.0,95.0,130.0,70.0,Field,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,base,
136,Flareon,1,0,1,Fire,,0.9,25.0,Flash Fire,,525.0,65.0,130.0,60.0,95.0,110.0,65.0,70.0,Field,1.0,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,,base,
137,Porygon,1,0,1,Normal,,0.8,36.5,Trace,Download,395.0,65.0,60.0,70.0,85.0,75.0,40.0,70.0,Mineral,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,,base,
138,Omanyte,1,0,2,Rock,Water,0.4,7.5,Swift Swim,Shell Armor,355.0,35.0,40.0,100.0,90.0,55.0,35.0,70.0,Water 1,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,base,
139,Omastar,1,0,2,Rock,Water,1.0,35.0,Swift Swim,Shell Armor,495.0,70.0,60.0,125.0,115.0,70.0,55.0,70.0,Water 1,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,base,
140,Kabuto,1,0,2,Rock,Water,0.5,11.5,Swift Swim,Battle Armor,355.0,30.0,80.0,90.0,55.0,45.0,55.0,70.0,Water 1,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,base,
141,Kabutops,1,0,2,Rock,Water,1.3,40.5,Swift Swim,Battle Armor,495.0,60.0,115.0,105.0,65.0,70.0,80.0,70.0,Water 1,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,base,
